,tp,fp,fn,precision,recall,f1
Happy music,55,35,65,0.6111111111111112,0.4583333333333333,0.5238095238095238
Funny music,30,53,30,0.3614457831325301,0.5,0.41958041958041953
Sad music,30,16,30,0.6521739130434783,0.5,0.5660377358490566
Tender music,29,63,31,0.31521739130434784,0.48333333333333334,0.381578947368421
Angry music,95,14,25,0.8715596330275229,0.7916666666666666,0.8296943231441047
