,tp,fp,fn,precision,recall,f1
Happy music,45,30,75,0.6,0.375,0.4615384615384615
Funny music,34,70,26,0.3269230769230769,0.5666666666666667,0.41463414634146345
Sad music,23,12,37,0.6571428571428571,0.38333333333333336,0.4842105263157894
Tender music,25,75,35,0.25,0.4166666666666667,0.3125
Angry music,93,13,27,0.8773584905660378,0.775,0.8230088495575221
