,tp,fp,fn,precision,recall,f1
Happy,348,316,1102,0.5240963855421686,0.24,0.3292336802270577
Funny,192,177,873,0.5203252032520326,0.18028169014084508,0.2677824267782427
Sad,1130,1041,1356,0.5204974666052511,0.45454545454545453,0.485290959845394
Tender,114,1877,174,0.05725765946760422,0.3958333333333333,0.10004387889425187
Angry,103,129,640,0.44396551724137934,0.1386271870794078,0.21128205128205127
