,tp,fp,fn,precision,recall,f1
anger,43,84,683,0.33858267716535434,0.05922865013774105,0.10082063305978899
disgust,22,28,101,0.44,0.17886178861788618,0.2543352601156069
fear,0,0,98,,0.0,
joy,1558,574,546,0.7307692307692307,0.7404942965779467,0.7355996222851747
sadness,106,520,273,0.16932907348242812,0.2796833773087071,0.21094527363184076
surprise,19,96,658,0.16521739130434782,0.028064992614475627,0.04797979797979798
neutral,1302,1075,485,0.5477492637778713,0.7285954113038612,0.6253602305475504
