,tp,fp,fn,precision,recall,f1
Happy,187,256,1263,0.4221218961625282,0.1289655172413793,0.1975699947173798
Funny,362,352,703,0.5070028011204482,0.339906103286385,0.40697020798201233
Sad,1194,830,1292,0.5899209486166008,0.48028962188254226,0.5294900221729489
Tender,106,1566,182,0.06339712918660287,0.3680555555555556,0.10816326530612244
Angry,254,320,489,0.4425087108013937,0.34185733512786004,0.38572513287775245
