,tp,fp,fn,precision,recall,f1
Happy,411,300,1039,0.5780590717299579,0.28344827586206894,0.3803794539565016
Funny,247,331,818,0.4273356401384083,0.231924882629108,0.3006695069993914
Sad,973,660,1513,0.5958358848744642,0.3913917940466613,0.47244476814760866
Tender,146,2258,142,0.06073211314475874,0.5069444444444444,0.10846953937592868
Angry,51,50,692,0.504950495049505,0.06864064602960969,0.12085308056872036
