,tp,fp,fn,precision,recall,f1
Happy music,56,35,64,0.6153846153846154,0.4666666666666667,0.5308056872037915
Funny music,30,59,30,0.33707865168539325,0.5,0.4026845637583893
Sad music,25,11,35,0.6944444444444444,0.4166666666666667,0.5208333333333334
Tender music,29,75,31,0.27884615384615385,0.48333333333333334,0.35365853658536583
Angry music,88,12,32,0.88,0.7333333333333333,0.8
