,tp,fp,fn,precision,recall,f1
Happy music,63,45,57,0.5833333333333334,0.525,0.5526315789473685
Funny music,28,50,32,0.358974358974359,0.4666666666666667,0.40579710144927544
Sad music,24,13,36,0.6486486486486487,0.4,0.49484536082474234
Tender music,27,76,33,0.2621359223300971,0.45,0.3312883435582822
Angry music,83,11,37,0.8829787234042553,0.6916666666666667,0.7757009345794391
